ExperimentName,Subject,Session,Age,Clock.Information,Clock.StartTimeOfDay,Display.RefreshRate,Group,Handedness,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Sex,Block,Animacy,ButtonDistance,Condition,CorrectPractice,CorrectResponse,CriticalStimuli,DecisionScreen.ACC,DecisionScreen.RT,DecisionScreen.RTTime,DecisionScreen2.ACC,DecisionScreen2.RT,DecisionScreen2.RTTime,FAST,FillerNonsensical,FillerSensical,FillerSentence,ItemNo,Landmark,MainCrossair.RT,MainCrossair.RTTime,MainCrossair2.RT,MainCrossair2.RTTime,MainDecision.ACC,MainDecision.CRESP,MainDecision.RESP,MainDecision.RT,MainDecision.RTTime,MainDecision2.ACC,MainDecision2.CRESP,MainDecision2.RESP,MainDecision2.RT,MainDecision2.RTTime,MainExperimentFirst,MainExperimentFirst.Cycle,MainExperimentFirst.Sample,MainExperimentSecond,MainExperimentSecond.Cycle,MainExperimentSecond.Sample,MainSentence.RT,MainSentence.RTTime,MainSentence2.RT,MainSentence2.RTTime,PracticeList,PracticeList.Cycle,PracticeList.Sample,PracticeSessionTwo,PracticeSessionTwo.Cycle,PracticeSessionTwo.Sample,Procedure,Running,Sensibility,Sentence,SentenceDisplay.RT,SentenceDisplay.RTTime,SentenceToDisplay,SLOW,Type,Verb
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,5,,,,9,,,1,351,147311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,,,,PracticeProcedure,PracticeList,sense,The trees are blowing in the wind,1719,146959,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,6,,,,5,,,1,279,153039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,6,,,,PracticeProcedure,PracticeList,nonsense,The girl is glimmering off the flowers,2111,152751,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,7,,,,5,,,1,283,159470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,7,,,,PracticeProcedure,PracticeList,nonsense,The hawk is measuring under the highway,2875,159182,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,8,,,,9,,,1,505,164878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,8,,,,PracticeProcedure,PracticeList,sense,The cup is sitting on the desk,1273,164366,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,9,,,,9,,,1,470,170830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9,,,,PracticeProcedure,PracticeList,sense,The water is boiling in the pot,1750,170350,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,10,,,,9,,,0,219,175566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,10,,,,PracticeProcedure,PracticeList,sense,The arrow is pointing to the exit,1435,175342,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,11,,,,5,,,1,217,180430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,11,,,,PracticeProcedure,PracticeList,nonsense,The sidewalk is coloring to the grass,1246,180206,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,12,,,,9,,,1,307,184974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,12,,,,PracticeProcedure,PracticeList,sense,The cow is grazing in the field,1054,184654,,,practice,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,13,human,far,FAST,,9,9,,,,,,,The dancer is zipping across the floor,,,,9,across,955,206862,,,0,9,5,510,211150,,,,,,2,1,1,,,,3771,210638,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The dancer is zipping across the floor,The dancer is inching across the floor,primary,inch/zip
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,14,animal,close,FILLER,,5,,,,,,,,,24,,The pigeon is wrinkling around the plug,60,other,819,213486,,,0,5,9,601,218094,,,,,,4,1,2,,,,3993,217486,,,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The pigeon is wrinkling around the plug,,filler_nonsense,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,15,inanimate,far,FILLER,,9,,,,,,,,,,11,The bathroom is down the hall,29,other,689,220302,,,1,9,9,382,222062,,,,,,3,1,3,,,,1371,221678,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The bathroom is down the hall,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,16,animal,far,FILLER,,9,,,,,,,,,,17,The mouse is hiding behind the wall,35,other,409,223982,,,1,9,9,318,226158,,,,,,3,1,4,,,,1850,225837,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The mouse is hiding behind the wall,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,17,human,far,FAST,,9,8,,,,,,,The student is zooming across the university,,,,7,across,612,228279,,,0,9,5,312,230125,,,,,,2,1,5,,,,1525,229805,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The student is zooming across the university,The student is meandering across the university,primary,meander/zoom
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,18,inanimate,close,FILLER,,5,,,,,,,,,29,,The door is flying across the bandana,65,across,277,231917,,,1,5,5,309,234029,,,,,,4,1,6,,,,1789,233709,,,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The door is flying across the bandana,,filler_nonsense,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,19,inanimate,far,FILLER,,9,,,,,,,,,,4,The hair is plugging up the drain,22,other,626,236173,,,1,9,9,538,238765,,,,,,3,1,7,,,,2034,238221,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The hair is plugging up the drain,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,20,human,far,SLOW,,9,5,,,,,,,The man is racing across the desert,,,,5,across,469,240749,,,0,9,5,690,243917,,,,,,1,1,8,,,,2453,243213,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The man is hobbling across the desert,The man is hobbling across the desert,primary,hobble/race
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,21,inanimate,far,FILLER,,9,,,,,,,,,,2,The balloon is tied to a string,20,other,378,245805,,,1,9,9,466,248173,,,,,,3,1,9,,,,1880,247693,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The balloon is tied to a string,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,22,human,far,SLOW,,9,3,,,,,,,The boy is dashing across the lawn,,,,3,across,498,250191,,,1,9,9,917,253264,,,,,,1,1,10,,,,2133,252333,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The boy is crawling across the lawn,The boy is crawling across the lawn,primary,crawl/dash
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,23,animal,far,FILLER,,9,,,,,,,,,,18,The pig is playing in the mud,36,other,16312,271085,,,1,9,9,2005,277165,,,,,,3,1,11,,,,4056,275149,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The pig is playing in the mud,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,24,human,close,FILLER,,5,,,,,,,,,13,,The boxer is cupping over the hill,49,other,277,278957,,,1,5,5,452,282425,,,,,,4,1,12,,,,3005,281965,,,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The boxer is cupping over the hill,,filler_nonsense,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,25,human,far,FAST,,9,12,,,,,,,The thief is speeding across the yard,,,,12,across,2128,286061,,,1,9,9,727,293580,,,,,,2,1,13,,,,6777,292844,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The thief is speeding across the yard,The thief is creeping across the yard,primary,creep/speed
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,26,animal,far,FILLER,,9,,,,,,,,,,14,The cat is resting in the corner,32,other,505,295598,,,1,9,9,730,298317,,,,,,3,1,14,,,,1980,297580,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The cat is resting in the corner,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,27,inanimate,far,FILLER,,9,,,,,,,,,,1,The apple is rotting on the ground,19,other,281,300108,,,1,9,9,663,303116,,,,,,3,1,15,,,,2324,302444,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The apple is rotting on the ground,,filler_sensible,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,28,human,far,SLOW,,9,10,,,,,,,The performer is zipping across the stage,,,,10,across,537,305164,,,1,9,9,311,307084,,,,,,1,1,16,,,,1591,306764,,,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The performer is inching across the stage,The performer is inching across the stage,primary,inch/zip
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,29,inanimate,close,FILLER,,5,,,,,,,,,25,,The arrow is slithering across the bottle,61,across,244,308844,,,1,5,5,892,311532,,,,,,4,1,17,,,,1783,310636,,,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The arrow is slithering across the bottle,,filler_nonsense,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,30,human,close,FILLER,,5,,,,,,,,,15,,The nanny is widening down the toe,51,other,412,313452,,,1,5,5,244,315404,,,,,,4,1,18,,,,1683,315150,,,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The nanny is widening down the toe,,filler_nonsense,
marcus2_A,35,56146,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192050000</Frequency><Timestamp dt:dt=""r8"">19799910396976</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-07T19:38:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",5/7/15 12:38,75,AJ,right,748473392,5/7/15,12:38:18,7:38:18 PM,male,31,human,close,FILLER,,5,,,,,,,,,2,,The mailman is tingling across the silver,38,across,1012,317932,,,1,5,5,791,320684,,,,,,4,1,19,,,,1951,319884,,,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The mailman is tingling across the silver,,filler_nonsense,
